Date,Open,High,Low,Close,Adj Close
2024-03-15,510.2099914550781,511.70001220703125,508.1199951171875,509.8299865722656,496.4381408691406
2024-03-18,514.0,515.47998046875,512.4400024414062,512.8599853515625,499.3885192871094
2024-03-19,512.1500244140625,516.0,511.1199951171875,515.7100219726562,502.16363525390625
2024-03-20,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,506.8083801269531
2024-03-21,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,508.483154296875
2024-03-22,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,507.5191345214844
2024-03-25,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,506.1170654296875
2024-03-26,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,505.18218994140625
2024-03-27,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,509.4277648925781
2024-03-28,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,509.330322265625
2024-04-01,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,508.4442138671875
2024-04-02,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,505.2115173339844
2024-04-03,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,505.7665100097656
2024-04-04,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,499.593017578125
2024-04-05,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,504.8122253417969
2024-04-08,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,505.0946350097656
2024-04-09,520.5,520.75,514.3499755859375,519.3200073242188,505.6789245605469
2024-04-10,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,500.61541748046875
2024-04-11,515.6799926757812,519.47998046875,512.0800170898438,518.0,504.3935241699219
2024-04-12,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,497.43133544921875
2024-04-15,515.1300048828125,515.2999877929688,503.5799865722656,504.45001220703125,491.199462890625
2024-04-16,504.94000244140625,506.5,502.2099914550781,503.5299987792969,490.3035888671875
2024-04-17,506.04998779296875,506.2200012207031,499.1199951171875,500.54998779296875,487.40185546875
2024-04-18,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,486.39892578125
2024-04-19,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,482.1534423828125
2024-04-22,497.8299865722656,502.3800048828125,495.42999267578125,499.7200012207031,486.59368896484375
2024-04-23,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,492.367919921875
2024-04-24,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,492.13427734375
2024-04-25,499.17999267578125,504.2699890136719,497.489990234375,503.489990234375,490.2646484375
2024-04-26,506.3500061035156,509.8800048828125,505.70001220703125,508.260009765625,494.90936279296875
2024-04-29,510.0899963378906,510.75,507.25,510.05999755859375,496.6620788574219
2024-04-30,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,488.7944030761719
2024-05-01,501.3800048828125,508.19000244140625,499.8699951171875,500.3500061035156,487.2071228027344
2024-05-02,504.1499938964844,505.8900146484375,499.54998779296875,505.0299987792969,491.76416015625
2024-05-03,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,497.8597717285156
2024-05-06,513.75,516.6099853515625,513.2999877929688,516.5700073242188,503.0010681152344
2024-05-07,517.5599975585938,518.5700073242188,516.4500122070312,517.1400146484375,503.5561828613281
2024-05-08,515.260009765625,517.739990234375,515.1400146484375,517.1900024414062,503.6047058105469
2024-05-09,517.3800048828125,520.2100219726562,516.7100219726562,520.1699829101562,506.5064697265625
2024-05-10,521.8099975585938,522.6400146484375,519.5900268554688,520.8400268554688,507.1589660644531
2024-05-13,522.5599975585938,522.6699829101562,519.739990234375,520.9099731445312,507.2271728515625
2024-05-14,521.1099853515625,523.8300170898438,520.5599975585938,523.2999877929688,509.5543212890625
2024-05-15,525.8300170898438,530.0800170898438,525.1799926757812,529.780029296875,515.8641357421875
2024-05-16,529.8800048828125,531.52001953125,528.5399780273438,528.6900024414062,514.8026123046875
2024-05-17,528.8099975585938,529.52001953125,527.3200073242188,529.4500122070312,515.5427856445312
2024-05-20,529.5700073242188,531.5599975585938,529.1699829101562,530.0599975585938,516.1367797851562
2024-05-21,529.280029296875,531.52001953125,529.0700073242188,531.3599853515625,517.402587890625
2024-05-22,530.6500244140625,531.3800048828125,527.5999755859375,529.8300170898438,515.9129028320312
2024-05-23,532.9600219726562,533.0700073242188,524.719970703125,525.9600219726562,512.1444702148438
2024-05-24,527.8499755859375,530.27001953125,526.8800048828125,529.4400024414062,515.5330810546875
2024-05-28,530.27001953125,530.510009765625,527.1099853515625,529.8099975585938,515.8933715820312
2024-05-29,525.6799926757812,527.3099975585938,525.3699951171875,526.0999755859375,512.28076171875
2024-05-30,524.52001953125,525.2000122070312,521.3300170898438,522.6099853515625,508.8824462890625
2024-05-31,523.5900268554688,527.5,518.3599853515625,527.3699951171875,513.5173950195312
2024-06-03,529.02001953125,529.3099975585938,522.5999755859375,527.7999877929688,513.9362182617188
2024-06-04,526.4600219726562,529.1500244140625,524.9600219726562,528.3900146484375,514.5106811523438
2024-06-05,530.77001953125,534.6900024414062,528.72998046875,534.6699829101562,520.6256103515625
2024-06-06,534.97998046875,535.4199829101562,532.6799926757812,534.6599731445312,520.6159057617188
2024-06-07,533.6599731445312,536.8900146484375,532.5399780273438,534.010009765625,519.9829711914062
2024-06-10,533.1799926757812,535.989990234375,532.5700073242188,535.6599731445312,521.5897216796875
2024-06-11,534.0700073242188,537.010009765625,532.0499877929688,536.9500122070312,522.8458251953125
2024-06-12,541.6300048828125,544.1199951171875,540.2999877929688,541.3599853515625,527.139892578125
2024-06-13,543.1500244140625,543.3300170898438,539.5900268554688,542.4500122070312,528.2012329101562
2024-06-14,540.8800048828125,542.8099975585938,539.8499755859375,542.780029296875,528.522705078125
2024-06-17,542.0800170898438,548.530029296875,541.6099853515625,547.0999755859375,532.7290649414062
2024-06-18,547.1599731445312,548.6199951171875,546.72998046875,548.489990234375,534.0827026367188
2024-06-20,549.4400024414062,550.1199951171875,545.1799926757812,547.0,532.6317749023438
2024-06-21,544.4000244140625,545.6500244140625,543.02001953125,544.510009765625,531.9176635742188
2024-06-24,544.3300170898438,546.9500122070312,542.6199951171875,542.739990234375,530.1886596679688
2024-06-25,543.989990234375,545.2000122070312,542.4400024414062,544.8300170898438,532.230224609375
2024-06-26,543.6900024414062,546.239990234375,543.030029296875,545.510009765625,532.8946533203125
2024-06-27,545.3699951171875,546.9600219726562,544.6099853515625,546.3699951171875,533.734619140625
2024-06-28,547.1599731445312,550.280029296875,542.9500122070312,544.219970703125,531.63427734375
2024-07-01,545.6300048828125,545.8800048828125,542.52001953125,545.3400268554688,532.728515625
2024-07-02,543.7000122070312,549.010009765625,543.6500244140625,549.010009765625,536.3135986328125
2024-07-03,548.6900024414062,551.8300170898438,548.6500244140625,551.4600219726562,538.7069702148438
2024-07-05,551.77001953125,555.0499877929688,551.1199951171875,554.6400146484375,541.8134155273438
2024-07-08,555.4400024414062,556.25,554.1900024414062,555.280029296875,542.4386596679688
2024-07-09,556.260009765625,557.1799926757812,555.52001953125,555.8200073242188,542.9661254882812
2024-07-10,557.0700073242188,561.6699829101562,556.77001953125,561.3200073242188,548.3388671875
2024-07-11,561.4400024414062,562.3300170898438,555.8300170898438,556.47998046875,543.6109008789062
2024-07-12,557.6300048828125,563.6699829101562,557.1500244140625,559.989990234375,547.0396118164062
2024-07-15,562.030029296875,564.8400268554688,559.6300048828125,561.530029296875,548.5441284179688
2024-07-16,562.8699951171875,565.1599731445312,562.0999755859375,564.8599853515625,551.7970581054688
2024-07-17,558.7999877929688,560.510009765625,556.6099853515625,556.9400024414062,544.060302734375
2024-07-18,558.510009765625,559.52001953125,550.4299926757812,552.6599731445312,539.879150390625
2024-07-19,552.4199829101562,554.0800170898438,547.9099731445312,548.989990234375,536.2940673828125
2024-07-22,553.0,555.27001953125,551.02001953125,554.6500244140625,541.8231811523438
2024-07-23,554.5399780273438,556.739990234375,553.280029296875,553.780029296875,540.9733276367188
2024-07-24,548.8599853515625,549.1699829101562,540.2899780273438,541.22998046875,528.7134399414062
2024-07-25,541.3499755859375,547.4600219726562,537.4500122070312,538.4099731445312,525.9586791992188
2024-07-26,542.280029296875,547.1900024414062,541.489990234375,544.4400024414062,531.8492431640625
2024-07-29,546.02001953125,547.0499877929688,542.719970703125,544.760009765625,532.1619873046875
2024-07-30,546.260009765625,547.3400268554688,538.52001953125,542.0,529.4658813476562
2024-07-31,548.97998046875,553.5,547.5800170898438,550.8099975585938,538.0719604492188
2024-08-01,552.5700073242188,554.8699951171875,539.4299926757812,543.010009765625,530.4523315429688
2024-08-02,535.75,536.989990234375,528.5999755859375,532.9000244140625,520.5762939453125
2024-08-05,511.6400146484375,523.5800170898438,510.2699890136719,517.3800048828125,505.4151306152344
2024-08-06,519.219970703125,529.75,517.8699951171875,522.1500244140625,510.0748596191406
2024-08-07,528.469970703125,531.5900268554688,518.0499877929688,518.6599731445312,506.6654968261719
2024-08-08,523.9099731445312,531.2899780273438,521.8400268554688,530.6500244140625,518.3782348632812
2024-08-09,529.8099975585938,534.510009765625,528.5599975585938,532.989990234375,520.6641235351562
2024-08-12,534.2100219726562,535.72998046875,530.9500122070312,533.27001953125,520.9376220703125
2024-08-13,536.530029296875,542.280029296875,536.280029296875,542.0399780273438,529.5048828125
2024-08-14,542.8499755859375,544.9600219726562,540.1199951171875,543.75,531.1751708984375
2024-08-15,549.5,553.3599853515625,548.8800048828125,553.0700073242188,540.27978515625
2024-08-16,551.4199829101562,555.02001953125,551.260009765625,554.3099975585938,541.4910888671875
2024-08-19,554.72998046875,559.6099853515625,553.8599853515625,559.6099853515625,546.66845703125
2024-08-20,559.1500244140625,560.8400268554688,557.3300170898438,558.7000122070312,545.7794799804688
2024-08-21,559.77001953125,562.1099853515625,554.72998046875,560.6199951171875,547.6550903320312
2024-08-22,562.5599975585938,563.1799926757812,554.97998046875,556.219970703125,543.35693359375
2024-08-23,559.530029296875,563.0900268554688,557.2899780273438,562.1300048828125,549.1302490234375
2024-08-26,563.1799926757812,563.9099731445312,559.0499877929688,560.7899780273438,547.8211669921875
2024-08-27,559.489990234375,562.0599975585938,558.3200073242188,561.5599975585938,548.5734252929688
2024-08-28,561.2100219726562,561.6500244140625,555.0399780273438,558.2999877929688,545.3887939453125
2024-08-29,560.3099975585938,563.6799926757812,557.1799926757812,558.3499755859375,545.4376831054688
2024-08-30,560.77001953125,564.2000122070312,557.1400146484375,563.6799926757812,550.6443481445312
2024-09-03,560.469970703125,560.8099975585938,549.510009765625,552.0800170898438,539.3126220703125
2024-09-04,550.2000122070312,554.4299926757812,549.4600219726562,550.9500122070312,538.2088012695312
2024-09-05,550.8900146484375,553.7999877929688,547.0999755859375,549.6099853515625,536.8997802734375
2024-09-06,549.9400024414062,551.5999755859375,539.4400024414062,540.3599853515625,527.8635864257812
2024-09-09,544.6500244140625,547.7100219726562,542.6799926757812,546.4099731445312,533.773681640625
2024-09-10,548.3599853515625,549.1500244140625,543.3800048828125,548.7899780273438,536.0986938476562
2024-09-11,548.7000122070312,555.3599853515625,539.9600219726562,554.4199829101562,541.5985717773438
2024-09-12,555.010009765625,559.4000244140625,552.739990234375,559.0900268554688,546.1604614257812
2024-09-13,559.7100219726562,563.030029296875,559.4500122070312,562.010009765625,549.012939453125
2024-09-16,561.739990234375,563.1099853515625,559.9000244140625,562.8400268554688,549.8238525390625
2024-09-17,565.0999755859375,566.5800170898438,560.7899780273438,563.0700073242188,550.0485229492188
2024-09-18,563.739990234375,568.6900024414062,560.8300170898438,561.4000244140625,548.4171752929688
2024-09-19,571.010009765625,572.8800048828125,568.0800170898438,570.97998046875,557.7755126953125
2024-09-20,567.8400268554688,569.3099975585938,565.1699829101562,568.25,556.8113403320312
2024-09-23,569.3400268554688,570.3300170898438,568.0999755859375,569.6699829101562,558.2027587890625
2024-09-24,570.47998046875,571.3599853515625,567.5999755859375,571.2999877929688,559.7999267578125
2024-09-25,571.1400146484375,571.8900146484375,568.9099731445312,570.0399780273438,558.5652465820312
2024-09-26,574.3800048828125,574.7100219726562,569.9000244140625,572.2999877929688,560.7798461914062
2024-09-27,573.3900146484375,574.219970703125,570.4199829101562,571.469970703125,559.9664916992188
2024-09-30,570.4199829101562,574.3800048828125,568.0800170898438,573.760009765625,562.21044921875
2024-10-01,573.4000244140625,574.0599975585938,566.0,568.6199951171875,557.1739501953125
2024-10-02,567.7100219726562,569.9000244140625,565.27001953125,568.8599853515625,557.4090576171875
2024-10-03,567.3599853515625,569.7999877929688,565.489990234375,567.8200073242188,556.3900756835938
2024-10-04,572.3499755859375,573.3599853515625,568.0999755859375,572.97998046875,561.4461059570312
2024-10-07,571.2999877929688,571.9600219726562,566.6300048828125,567.7999877929688,556.3704223632812
2024-10-08,570.4199829101562,573.780029296875,569.530029296875,573.1699829101562,561.63232421875
2024-10-09,573.1599731445312,577.7100219726562,572.5499877929688,577.1400146484375,565.5223999023438
2024-10-10,575.77001953125,577.5800170898438,574.489990234375,576.1300048828125,564.5327758789062
2024-10-11,576.0499877929688,580.3300170898438,575.9099731445312,579.5800170898438,567.913330078125
2024-10-14,581.219970703125,585.27001953125,580.72998046875,584.3200073242188,572.557861328125
2024-10-15,584.5900268554688,584.9000244140625,578.5399780273438,579.780029296875,568.1091918945312
2024-10-16,579.780029296875,582.8300170898438,578.9600219726562,582.2999877929688,570.57861328125
2024-10-17,585.9099731445312,586.1199951171875,582.1599731445312,582.3499755859375,570.6275634765625
